,text,likes,retweets,replies,Year,lemmatized,polarity,subjectivity,polarity_text
52084,Sources on why Nokia India launch Event was postponed & when will it happen https://nokiapoweruser.com/sources-on-why-nokia-india-launch-event-postponed/ …pic.twitter.com/brYIVU33mp,36,3,1,2019,source why nokia india launch event wa postponed when will happen nokiapoweruser com source why nokia india launch event postponed pic twitter com bryivu33mp,0.0,0.0,neutral
52087,Some clicks from my Nokia 6.1 plus..@NokiaMobile @sarvikas @NokianChetan @NokiaFanss @NokiaOzo @NokiamobBlog @Nokiapoweruserpic.twitter.com/UpuGHJihzz,41,2,2,2019,some click from my nokia 6 1 plus nokiamobile sarvikas nokianchetan nokiafanss nokiaozo nokiamobblog nokiapoweruserpic twitter com upughjihzz,0.0,0.0,neutral
52119,Nokia Mobile teasing with the announcement of Nokia 7.2 for India https://nokiamob.net/2019/09/17/nokia-mobile-teasing-with-the-announcement-of-nokia-7-2-for-india/ …pic.twitter.com/3VhCXUSslt,61,3,1,2019,nokia mobile teasing with announcement nokia 7 2 india nokiamob net 2019 09 17 nokia mobile teasing with announcement nokia 7 2 india pic twitter com 3vhcxusslt,0.0,0.0,neutral
52261,So Nokia 3310 had wallpapers huh!! pic.twitter.com/TtS2SOk6op,43,11,3,2019,so nokia 3310 had wallpaper huh pic twitter com tts2sok6op,0.0,0.0,neutral
52284,"Shot on Nokia 8.1 
@NokiaMobile @NokiamobileIN @dipankarp
@sarvikas @DhingraRisha @ecassina @Nokiapoweruser @NokiamobBlog @ZEISSLenses @HMDGlobal @NokiaFanss @nokiashoutout
#MyNokiaMoment #nokia #nokiaphotograpy #nokia81 #nokiamobile #nokiamobilein #expectmore #pictureofhedaypic.twitter.com/aH9cUKsQ3s",34,3,0,2019,shot nokia 8 1 nokiamobile nokiamobilein dipankarp sarvikas dhingrarisha ecassina nokiapoweruser nokiamobblog zeisslenses hmdglobal nokiafanss nokiashoutout mynokiamoment nokia nokiaphotograpy nokia81 nokiamobile nokiamobilein expectmore pictureofhedaypic twitter com ah9cuksq3s,0.0,0.0,neutral
52346,Nokia shows how drones and 5G will help monitor our environment https://nokiamob.net/2019/08/31/nokia-shows-how-drones-and-5g-will-help-monitor-our-environment/ …pic.twitter.com/wVzsC003pa,47,3,0,2019,nokia show how drone 5g will help monitor our environment nokiamob net 2019 08 31 nokia show how drone 5g will help monitor our environment pic twitter com wvzsc003pa,0.0,0.0,neutral
52356,"What a week! We announced with @Sprint the launch of #5G services built on @Nokia infrastructure in NYC, Los Angeles, Phoenix, and DC. #sprint #nokia pic.twitter.com/zB4I1H6qbd",59,12,2,2019,what week we announced with sprint launch 5g service built nokia infrastructure nyc los angeles phoenix dc sprint nokia pic twitter com zb4i1h6qbd,0.0,0.0,neutral
52690,"Nokia phones were the quickest to get Android 9 Pie, shows Android update chart http://dlvr.it/RC9xB9 ",192,28,6,2019,nokia phone were quickest get android 9 pie show android update chart dlvr rc9xb9,0.0,0.0,neutral
52762,"Nokia 7.2 with 4GB RAM and Android 9.0 Pie spotted on Geekbench ahead of September 5th launch
https://www.91mobiles.com/hub/nokia-7-2-specifications-4gb-ram-android-9-pie-geekbench/ …",66,3,0,2019,nokia 7 2 with 4gb ram android 9 0 pie spotted geekbench ahead september 5th launch 91mobiles com hub nokia 7 2 specification 4gb ram android 9 pie geekbench,0.0,0.0,neutral
52770,Nokia smartphones ranked no.1 globally for Software updates and Security https://nokiafanss.in/nokia-smartphones-ranked-no-1-globally-for-software-updates-and-security/ …,95,8,2,2019,nokia smartphones ranked no 1 globally software update security nokiafanss nokia smartphones ranked no 1 globally software update security,0.0,0.0,neutral
52891,"Nokia, Samsung, Xiaomi lead in upgrades phones to Android Pie: Counterpoint
https://www.91mobiles.com/hub/nokia-samsung-xiaomi-android-pie-upgrade-counterpoint/ …",43,0,0,2019,nokia samsung xiaomi lead upgrade phone android pie counterpoint 91mobiles com hub nokia samsung xiaomi android pie upgrade counterpoint,0.0,0.0,neutral
52972,Nokia now 7th on Don’t kill my app list https://nokiamob.net/2019/08/30/nokia-now-7th-on-dont-kill-my-app-list/ …pic.twitter.com/l45XoZGXba,124,11,2,2019,nokia now 7th don t kill my app list nokiamob net 2019 08 30 nokia now 7th dont kill my app list pic twitter com l45xozgxba,0.0,0.0,neutral
53066,somebody tried to buy an iPhone but i scammed em with a nokia,86,5,1,2019,somebody tried buy an iphone but scammed em with nokia,0.0,0.0,neutral
53188,You can't compare a Nokia express music phone camera to Huawei p30 pro camera. Let that sink in ,20,8,4,2019,you can t compare nokia express music phone camera huawei p30 pro camera let that sink,0.0,0.0,neutral
53276,"Want Poco F2 leaks? Watch today's video, uploading soon. #PocoF2 #MiMIXalpha #SamsungOneUI2point0 #Nokia",22,2,6,2019,want poco f2 leak watch today video uploading soon pocof2 mimixalpha samsungoneui2point0 nokia,0.0,0.0,neutral
53368,Unannounced Nokia phone TA-1208 passes Bluetooth Certication https://nokiafanss.in/unannounced-nokia-phone-ta-1208-passes-bluetooth-certication/ …,32,0,0,2019,unannounced nokia phone ta 1208 pass bluetooth certication nokiafanss unannounced nokia phone ta 1208 pass bluetooth certication,0.0,0.0,neutral
53404,"#ShotOnNokia 7 Plus
@NokiamobileIN @NokiaMobile @sarvikas @mehta_ajey @avigowariker @TheShroffster @TheRealPSingh @DhingraRisha @mafpelaez @NokiamobBlog @Nokiapoweruser
@nokia @ZEISSLensespic.twitter.com/aIh2QDvlFw",58,2,1,2019,shotonnokia 7 plus nokiamobilein nokiamobile sarvikas mehta_ajey avigowariker theshroffster therealpsingh dhingrarisha mafpelaez nokiamobblog nokiapoweruser nokia zeisslensespic twitter com aih2qdvlfw,0.0,0.0,neutral
53421,"Speaking at #Winnovate2019, our Rajeev Suri said that turning traditional cities into #smartcities could improve key quality-of-life indicators, such as commuting time and air pollution, by up to 30%.  @WiproEvents @Wipro #innovation #5G https://nokia.ly/2CCTI2V pic.twitter.com/5aT2MuNpd9",98,24,3,2019,speaking at winnovate2019 our rajeev suri said that turning traditional city into smartcities could improve key quality life indicator such a commuting time air pollution by up 30 wiproevents wipro innovation 5g nokia 2ccti2v pic twitter com 5at2munpd9,0.0,0.75,neutral
53427,"Seas the day !!!
Shot on Nokia 8.1 Edited
@NokiaMobile @NokiamobileIN
@mehta_ajey @sarvikas @DhingraRisha
@TheShroffster @TheRealPSingh @ecassina
@Nokiapoweruser @NokiamobBlog
@ZEISSLenses @500px @nokianchetan
#ShotOnNokia #expectmore #Nokia81pic.twitter.com/Ftay45ARNK",69,5,5,2019,sea day shot nokia 8 1 edited nokiamobile nokiamobilein mehta_ajey sarvikas dhingrarisha theshroffster therealpsingh ecassina nokiapoweruser nokiamobblog zeisslenses 500px nokianchetan shotonnokia expectmore nokia81pic twitter com ftay45arnk,0.0,0.0,neutral
53562,"#shotonmy Nokia 7.2 Night Mode
#ShotOnNokia
#Nokia #photograghy
#LAKE
@sarvikas @mehta_ajey @TheShroffster @dipankarp @mafpelaez @NokiaMobile @NokiamobileIN @ZEISSLenses @NokiamobBlog @NokiaFansspic.twitter.com/xchXCPhgEG – At Rankala Lake",42,1,2,2019,shotonmy nokia 7 2 night mode shotonnokia nokia photograghy lake sarvikas mehta_ajey theshroffster dipankarp mafpelaez nokiamobile nokiamobilein zeisslenses nokiamobblog nokiafansspic twitter com xchxcphgeg at rankala lake,0.0,0.0,neutral
53564,Can iPhone have a nokia battery life please,39,11,3,2019,can iphone have nokia battery life please,0.0,0.0,neutral
53568,"You dey LA dey send MEME so you think say you be GANG? But we dey come knock ya (NOKIA) with some song (SAMSUNG) my motto be I'm a ruler (MOTOROLA), Trust me I don't see men (SIEMEN)....     
@_Lyricaljoe
#Betrayal loading",57,15,0,2019,you dey la dey send meme so you say you be gang but we dey come knock ya nokia with some song samsung my motto be m ruler motorola trust me don t see men siemen _lyricaljoe betrayal loading,0.0,0.0,neutral
53579,Nightshot in #Bruges  #Brugge #ShotOnNokia with Nokia 7.2 @NokiaMobilepic.twitter.com/RRg2YweNvC,47,1,2,2019,nightshot bruges brugge shotonnokia with nokia 7 2 nokiamobilepic twitter com rrg2ywenvc,0.0,0.0,neutral
53600,"English: I don't care
Pidgin: I nokia",50,35,1,2019,english don t care pidgin nokia,0.0,0.0,neutral
53609,Android 10 updates for Nokia 9 PureView and Nokia 8.1 coming in the following weeks https://nokiamob.net/2019/11/11/android-10-updates-for-nokia-9-pureview-and-nokia-8-1-coming-in-the-following-weeks/ …pic.twitter.com/pDEz4yLFx5,128,12,9,2019,android 10 update nokia 9 pureview nokia 8 1 coming following week nokiamob net 2019 11 11 android 10 update nokia 9 pureview nokia 8 1 coming following week pic twitter com pdez4ylfx5,0.0,0.06666666666666667,neutral
53648,"Are you attending #AfricaCom? Come visit our stand in partnership with @nokia, find out what we are doing to improve #connectivity for African businesses. #connectivity #satellite #technology #businesspic.twitter.com/A13sSriP49",24,19,0,2019,are you attending africacom come visit our stand partnership with nokia find out what we are doing improve connectivity african business connectivity satellite technology businesspic twitter com a13ssrip49,0.0,0.0,neutral
53713,Nokia Mobile Support: Night Mode coming to Nokia 9 camera with Android 10 https://nokiamob.net/2019/10/23/nokia-mobile-support-night-mode-coming-to-nokia-9-camera-with-android-10/ …pic.twitter.com/aJUcXYTN57,154,12,6,2019,nokia mobile support night mode coming nokia 9 camera with android 10 nokiamob net 2019 10 23 nokia mobile support night mode coming nokia 9 camera with android 10 pic twitter com ajucxytn57,0.0,0.0,neutral
53717,"capitol hill princess nokia had him shook, panicking https://twitter.com/Public_Citizen/status/1187089486452330497 …",46,21,1,2019,capitol hill princess nokia had him shook panicking twitter com public_citizen status 1187089486452330497,0.0,0.0,neutral
53823,"Official: Night mode coming to Nokia 9 PureView with update to Android 10. Congratulations!!!
#nightmode #nokia9
@sarvikas @stipe1906 @NokiamobBlog @dorso10 @nokia_anew @Nokiapoweruser @mordulj @NokiaMobile @teampureview @Nayan_M_ @DhingraRishapic.twitter.com/HHq5mXuzRw",29,5,7,2019,official night mode coming nokia 9 pureview with update android 10 congratulation nightmode nokia9 sarvikas stipe1906 nokiamobblog dorso10 nokia_anew nokiapoweruser mordulj nokiamobile teampureview nayan_m_ dhingrarishapic twitter com hhq5mxuzrw,0.0,0.0,neutral
53944,"Nokia Falls *Ground Breaks*

Xiaomi Falls *Screen Breaks*

Samsung Falls *Explodes*

IPhone Falls *Owner Dies* ",601,222,33,2019,nokia fall ground break xiaomi fall screen break samsung fall explodes iphone fall owner dy,0.0,0.0,neutral
53963,Nokia 7.2 review http://dlvr.it/RGpZ8Z pic.twitter.com/OfxLAlxpqR,53,5,1,2019,nokia 7 2 review dlvr rgpz8z pic twitter com ofxlalxpqr,0.0,0.0,neutral
53974,"Nokia Mobile organizing a design meetup on 9th November, India https://nokiamob.net/2019/10/23/nokia-mobile-organizing-a-design-meetup-on-9th-november-india/ …pic.twitter.com/LjGPAPDcfu",28,1,1,2019,nokia mobile organizing design meetup 9th november india nokiamob net 2019 10 23 nokia mobile organizing design meetup 9th november india pic twitter com ljgpapdcfu,0.0,0.0,neutral
54050,For a walk...#nokia9pureview #nokia9 #nokia #kolkata #vizag #shotonnokia #sea #city #blue #mobilephotography #NokiaMobile @teampureview @NokiaFanss @NokiaMobile @NokiamobileINpic.twitter.com/4UJpFru3Fp,56,4,1,2019,walk nokia9pureview nokia9 nokia kolkata vizag shotonnokia sea city blue mobilephotography nokiamobile teampureview nokiafanss nokiamobile nokiamobileinpic twitter com 4ujpfru3fp,0.0,0.1,neutral
54130,Me playing snake in Nokia #Dabangg3Trailerpic.twitter.com/IreUk3lQ8h,23,3,0,2019,me playing snake nokia dabangg3trailerpic twitter com ireuk3lq8h,0.0,0.0,neutral
54254,oh u like cultured music? name all the nokia ringtones,20,3,1,2019,like cultured music name all nokia ringtones,0.0,0.0,neutral
54283,"Shot on Nokia 7.2
@NokiamobileIN
@NokiaMobile @ZEISSLensespic.twitter.com/nStOYybhyj",42,0,1,2019,shot nokia 7 2 nokiamobilein nokiamobile zeisslensespic twitter com nstoyybhyj,0.0,0.0,neutral
54448,"Year Founded: 

1865 Nokia
1876 Ericsson 
1911 IBM
1928 Motorola
1938 Samsung
1939 HP
1946 Sony
1963 Comcast
1968 Intel
1975 Microsoft
1976 Apple
1984 Dell
1984 Cisco
1994 Amazon
1997 Netflix
1998 Google
1999 Salesforce
2003 Tesla
2004 Facebook
2006 Twitter
2008 Airbnb
2009 Uber",250,109,10,2020,year founded 1865 nokia 1876 ericsson 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony 1963 comcast 1968 intel 1975 microsoft 1976 apple 1984 dell 1984 cisco 1994 amazon 1997 netflix 1998 google 1999 salesforce 2003 tesla 2004 facebook 2006 twitter 2008 airbnb 2009 uber,0.0,0.0,neutral
54574,"me seeing your tweets with ""twitter for iphone"" and mine with ""twitter for android"" with my phone nokia pic.twitter.com/0eY20TE8KM",57,0,4,2020,me seeing your tweet with twitter iphone mine with twitter android with my phone nokia pic twitter com 0ey20te8km,0.0,0.0,neutral
54616,Check out “Transforming NOKIA” by Risto Siilasmaa.  Lays it all out there in excruciating detail ...,29,3,1,2020,check out transforming nokia by risto siilasmaa lay all out there excruciating detail,0.0,0.0,neutral
54672,I bet if I rang my Nokia 3210 it’d still have battery.,54,1,6,2020,bet if rang my nokia 3210 d have battery,0.0,0.0,neutral
54686,Nokia 1.3 certified by Bluetooth SIG (TA-1206/1207/1216) https://nokiamob.net/2020/02/29/nokia-1-3-certified-by-bluetooth-sig-ta-1206-1207-1216/ …pic.twitter.com/j6YF7pCoTi,47,4,1,2020,nokia 1 3 certified by bluetooth sig ta 1206 1207 1216 nokiamob net 2020 02 29 nokia 1 3 certified by bluetooth sig ta 1206 1207 1216 pic twitter com j6yf7pcoti,0.0,0.0,neutral
54742,Here's my vision of Nokia 9.2 PureView pic.twitter.com/cJtqvX2eLE,605,40,33,2020,here my vision nokia 9 2 pureview pic twitter com cjtqvx2ele,0.0,0.0,neutral
54749,"herh...my friend bi chop bounce from his crush err,he dey here dey question his existence. he even asked Siri if she'll be his girlfriend. ...Siri replied ""I'd rather transfer to a nokia phone than be with you"".
he's looking for where he can buy DDT to end this pain",210,20,4,2020,herh my friend bi chop bounce from his crush err he dey here dey question his existence he even asked siri if she ll be his girlfriend siri replied d rather transfer nokia phone than be with you he looking where he can buy ddt end this pain,0.0,0.0,neutral
54774,"A lesson from the closures of Nokia and Honda... The fears of investors are showing because of how this administration has bullied big corporations such as Manila Water and Inquirer into their favor. Investors don’t like interference from governments.

https://www.sunstar.com.ph/article/1846333/Davao/Opinion/Velez-Counting-imaginary-eggs-in-Davao …",59,29,1,2020,lesson from closure nokia honda fear investor are showing because how this administration ha bullied big corporation such a manila water inquirer into their favor investor don t like interference from government sunstar com ph article 1846333 davao opinion velez counting imaginary egg davao,0.0,0.3,neutral
54826,@NokiaMobile Nokia through generations pic.twitter.com/fKy1z6Y5eu,31,3,6,2020,nokiamobile nokia through generation pic twitter com fky1z6y5eu,0.0,0.0,neutral
54911,"Nokia Asha Picture Book
𝗟𝗮𝘁𝗲 𝗘𝘃𝗲𝗻𝗶𝗻𝗴 pic.twitter.com/Mp0aMAJgYS",26,0,0,2020,nokia asha picture book 𝗟𝗮𝘁𝗲 𝗘𝘃𝗲𝗻𝗶𝗻𝗴 pic twitter com mp0amajgys,0.0,0.0,neutral
